Label,Source,Sentence,
Carbon Emissions,2021-Pfizer-ESG,"To meet this commitment, we incorporate the Task Force on Climate-Related Financial Disclosures (TCFD) framework into our enterprise risk management governance process and voluntary report aligned with TCFD recommendations.",
Carbon Emissions,2021-Pfizer-ESG,See our TCFD Response on page 76.,
Carbon footprint strategy,2021-ASML-Annual,"Over the past years, we have made significant steps in our performance and achievements with regard to reducing our scope 1 and 2 carbon footprint and energy consumption, as well as maturing our scope 3 calculation.",
Carbon footprint strategy,2021-ASML-Annual,"Although we see many positive results and are making progress, we also realize that we are not there yet.",
Carbon footprint strategy,2021-ASML-Annual,"Our scope 1 and 2 carbon footprint strategy is built on three principles: reducing energy consumption wherever we can, using only green renewable energy, unless no other solution is possible or reasonably feasible, and compensating for the residual emissions.",
Carbon footprint strategy,2021-ASML-Annual,"Our target is to achieve scope 1 carbon neutrality by 2025, we aim to do this by direct energy saving of 100 TJ (or 2.5 kt) by executing the more than 25 projects we have defined in our master plan, adding renewable production of energy on our sites, optimizing the use of our m2 and relocating our employees to more energy-efficient offices (BREEAM certified) and implementing an off-setting strategy for the remaining emissions.",
Carbon footprint strategy,2021-ASML-Annual,"The main components of the energy-saving master plan are improving the energy efficiency of technical installations, improving energy management of our operations, and increasing the production of our own renewable energy. ",
Carbon footprint strategy,2021-ASML-Annual,"The table below, includes the top three key projects.",
Carbon footprint strategy,2021-ASML-Annual,"With regard to scope 2, our ambition is to increase the share of direct green energy purchases (so-called bundled renewable electricity) from renewable electricity produced close to our premises in the Netherlands, and to reduce the share of certificates.",
Carbon footprint strategy,2021-ASML-Annual,"For the US and Asia, our ambition is to purchase renewable energy attribute certificates (respectively RECs and IRECs) and monitor the evolution of renewable energy in those countries.",
Carbon footprint strategy,2021-ASML-Annual,Our scope 1 and 2 emissions reduction targets are consistent with reductions required to keep warming to 1.5°C and are approved by the Science Based Targets initiative (SBTi) – under category 'near-term'.,
Carbon footprint strategy,2021-ASML-Annual,We recognize that environmental impact goes beyond our operations.,
Carbon footprint strategy,2021-ASML-Annual,"In general, most of the environmental impact of energy consumption in our value chain (scope 3) comes from the greenhouse gas emissions of our suppliers (upstream) and the use of our products at our customers (downstream).",
Carbon footprint strategy,2021-ASML-Annual,"Results show that the indirect emissions (scope 3) from upstream and downstream value chains account for around 98% of the total emissions footprint (scope 1, 2 and 3).",
Carbon footprint strategy,2021-ASML-Annual,"Of this, indirect emissions in the value chain, the category ‘downstream' – use of sold products at our customers’ sites – accounts for nearly 65%, and the category ‘upstream' – emissions related to the goods and services we buy – accounts for 30%.",
Carbon footprint strategy,2021-ASML-Annual,"The remaining 5% of our scope 3 emissions relates to, among other things, activities linked to transportation, business travel, and commuting.",
Carbon footprint strategy,2021-ASML-Annual,Our scope 3 target for 2025 is to reduce the intensity level compared to our 2019 baseline of 0.55. The intensity is measured by the total scope 3 emissions (in kilotonnes) normalized to the total revenues (in € million).,
Carbon footprint strategy,2021-ASML-Annual,"Taking into account the change in product mix (an increase in the number of EUV systems sold) and the fact that our output in terms of product units manufactured is expected to increase, the overall emissions in the entire value chain are expected to rise.",
Carbon footprint strategy,2021-ASML-Annual,Our supplier sustainability program is a key enabler to reduce the upstream footprint.,
Carbon footprint strategy,2021-ASML-Annual,"And by executing our product energy efficiency strategy, we can reduce our downstream footprint.",
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,The Company has made recommendations to the government in the hope that the collaboration would speed up renewable energy development in Taiwan. ,
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,The recommendations include expanding the development of offshore wind power and increasing the supply of the renewable energy trading platform. ,
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,TSMC continues to find renewable energy. ,
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,"By the end of 2021, the total installation capacity of renewable energy contracted reached 1.6 GW . ",
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,The renewable energy will be provided to TSMC gradually after the related business process has been completed. ,
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,This is a clear manifestation of the Company's active support of the UN Sustainable Development Goals .,
Greenhouse Gas (GHG) Emission Reduction and Energy Management,2021-TSMC-Annual,In 2020 TSMC became the first semiconductor company to join RE100 and pledged that power consumption of all the Company's manufacturing plants and offices will be 100% supplied from renewable energy by 2050.,
Scope 1 emissions,2021-ASML-Annual,"Compared to our peers in the semiconductor industry, our energy consumption and related carbon footprint is relatively low. ",
Scope 1 emissions,2021-ASML-Annual,"As a manufacturer of lithography equipment, our main direct CO2 emissions come from fossil fuels – mainly natural gas.",
Scope 1 emissions,2021-ASML-Annual,The vast majority of the natural gas consumption is used for heating of our buildings and humidification of the cleanroom to keep them at set temperature and humidity levels.,
Scope 1 emissions,2021-ASML-Annual,"For more information, see the scope 1 breakdown chart.",
Scope 1 emissions,2021-ASML-Annual,"Over the 2010–2021 timeframe, we executed nearly 100 energy-saving projects that have resulted in a cumulative reduction of over 260 TJ.",
Scope 1 emissions,2021-ASML-Annual,"Over the same period, our natural gas consumption remained stable, despite significant growth in the number of cleanrooms and offices (over 10,000 m2 added since 2010).",
Scope 2 emissions,2021-ASML-Annual,Electricity accounts for nearly 80% of the energy we use at ASML. ,
Scope 2 emissions,2021-ASML-Annual,"Most of our electricity consumption relates to the manufacturing of chipmaking equipment – from assembly to testing lithography and other systems – and maintaining consistent climate conditions, such as constant temperature, humidity and air quality.",
Scope 2 emissions,2021-ASML-Annual,"In 2021, we secured a 10-year purchase agreement for green electricity for our installations in the Netherlands which will enable us to achieve our goal of using 100% renewable electricity in the Netherlands.",
