Label,Source,Sentence,We strive to find products in a responsible manner while working with suppliers to improve their social and environmental practices.
Community Relations,2021-Coca Cola-ESG,$1.5 million to support the United Way of Metropolitan Atlanta’s Child Well-Being Impact Fund,
Community engagement,2021 - syngenta - ESG,Companies have a part to play in community life.,
Community engagement,2021 - syngenta - ESG,"Syngenta supports and partners with communities around the world with the aim to contribute to local needs, build mutual understanding and trust, and gain support for our business objectives.",
Community engagement,2021 - syngenta - ESG,We engage with communities worldwide in many ways.,
Community engagement,2021 - syngenta - ESG,"Common activities include contributing to livelihoods through employment and education, sharing our know-how and expertise in improving farming practices, supporting communities and schools in controlling diseasespreading insects, and managing waste.",
Community engagement,2021 - syngenta - ESG,We also support employees’ own humanitarian fundraising through matching programs and donations.,
Community engagement,2021 - syngenta - ESG,Engaging with communities is integral to how we operate.,
Community engagement,2021 - syngenta - ESG,Our commitment is described in our Syngenta Group Code of Conduct and HSE Policy and Standards.,
Community engagement,2021 - syngenta - ESG,"As outlined in our HSE management system, sites are required to have a process in place to manage engagement with local communities.",
Community engagement,2021 - syngenta - ESG,"Our HSE Management System Guide on Community Engagement provides a consistent approach to proactive involvement with all our local communities – to align interests, increase mutual understanding, build relationships, and take joint action for mutual benefit.",
Community engagement,2021 - syngenta - ESG,"Our Charitable Contributions Policy outlines the minimum standards for philanthropic donations and non-commercial sponsorships, focus areas and governance.",
Community engagement,2021 - syngenta - ESG,Our Humanitarian Donation Policy guides our response to humanitarian crisis impacting the health of communities.,
Community engagement,2021 - syngenta - ESG,Both policies provide a framework to bring consistency and transparency to our corporate community investments.,
Community engagement,2021 - syngenta - ESG,"Corporate community investment comprises charitable contributions (philanthropic donations and non-commercial sponsorships) and humanitarian relief in the form of money, goods, know-how and/or employee time.",
Community engagement,2021 - syngenta - ESG,Included is also our monetary contribution to the Syngenta Foundation for Sustainable Agriculture.,
Community engagement,2021 - syngenta - ESG,"Community investment remained stable at USD 23 million, of which USD 18.2 million were invested via the Syngenta Foundation for Sustainable Agriculture (SFSA).",
Community engagement,2021 - syngenta - ESG,"The remaining was invested across all regions with Asia Pacific representing 49%, followed by North America at 37%, Latin America at 9% and East Africa and Middle East at 5%.",
Community engagement,2021 - syngenta - ESG,"In 2021, the bulk of our community investment was directed toward supporting communities to respond to the COVID-19 pandemic.",
Community engagement,2021 - syngenta - ESG,"Examples include providing personal protective equipment to hospitals and schools, donating sanitizers, helping with testing and vaccination efforts, supporting food banks, and donating seeds.",
Community engagement,2021 - syngenta - ESG,"For instance, Syngenta India transferred a state-of-the-art CT scan machine from Japan to a hospital in the Indian state of Madhya Pradesh.",
Community engagement,2021 - syngenta - ESG,"This enabled to set up a CT scan center at the hospital, supporting the speedy detection of COVID-19 in suspected cases.",
Community engagement,2021 - syngenta - ESG,Syngenta and SFSA have partnered over the years in numerous ways.,
Community engagement,2021 - syngenta - ESG,A recent addition to our collaboration was opening SFSA’s Seeds for Impact program to volunteering.,
Community engagement,2021 - syngenta - ESG,"In 2021, Syngenta employees from around the world contributed pro bono to capacity-building at small African seed companies, benefiting at the same time from experience outside their usual work environment.",
Community engagement,2022 - syngenta - ESG,$1.6M donated by year-end 2021; $3M commitment in 2022.,
Community engagement,2023 - syngenta - ESG,"Launched RISE Community Program in greater Hartford, CT, that provided access and support to 39 students representing four community-based organizations.",
Community engagement,2024 - syngenta - ESG,Partnered with U.S. Chamber of Commerce Coalition to Back Black Business and Ureeka to mentor four black-owned enterprises qualifying as small businesses.,
Community Relations,2021-DOW-ESG,Dow is committed to building resilient communities to address unmet needs while keeping our employees and communities safe.,
Community Relations,2021-DOW-ESG,"We know that by listening and collaborating with nonprofit partners, we can prioritize and allocate resources to achieve the greatest impact.",
